,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C57Bl/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Abbreviations (ex. Glc),Definition (ex. Glucose),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Glc,Glucose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gln,Glutamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,unlbl,unlabeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Liquid Diet,Tracer media preparation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Date:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#tags,#project.id,#.title,,#.description,,#.institution,#.department,#.PI_first_name,#.PI_last_name,#.PI_email,,#.address,#.phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GH_Spleen,Metabolomics of lung injury after allogeneic hematopoietic cell transplantation ,,"Allogeneic hematopoietic cell transplantation (allo-HCT) is a potentially curative treatment option for a variety of hematological malignancies. Interactions between the donor immune system and the patient tissue result in a disease, called GVHD. The pathophysiology of acute GVHD can be hypothesized in three sequential phases: cytokine storm and activation of the antigen-presenting cells (APC), donor T cell activation and effector cell phase. Idiopathic pneumonia syndrome (IPS) is one of the most deleterious complications after allogeneic HCT and is considered not only to be related to conditioning regimen toxicity but also represents an end organ damage caused by allo-reactive T cells, therefore making the lung susceptible to a two-pronged attack, one of which overlaps with GVHD causing other target organ injury. IPS results in mortality of up to 90% of patients. We will use a murine model of IPS and GVHD which is well established in our group, and in which disease evolves either across disparities in major histocompatibility complex (MCH) class I and II, minor histocompatibility antigens (miHags) or both. Metabolomics changes following syngeneic and allogeneic HCT at post-transplantation Days +7 (cytokine storm phase) and Days +42 (cellular effector phase) are compared to baseline wild-type (naive) controls. Prior to analysis, naïve - and experimental mice (N=3 from each group) were fed with semi-liquid diet supplemented with tracers (13C6-glucose ) over 24 hours. At the end of 7 days or 42 days, respectively, feces and aGVHD target organs (colon, liver and lung) were collected from all groups and further processed and / or analyzed. We expect to reveal metabolic pathways affected after allo-HCT which contribute to immune cell mediated lung injury (IPS) and will potentially identify different metabolic pathways in other GVHD target organs.",,University of Kentucky,"Markey Cancer Center, Hematology and Blood and Marrow Transplant",Gerhard,Hildebrandt,gerhard.hildebrandt@uky.edu,,"Gerhard C. Hildebrandt, MD, Room no. CC401A, Ben Roach Building, Markey Cancer Center University of Kentucky, Lexington, 40536",800-333-8874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#tags,#study.id,#.title,#.type,#.description,,#.institution,#.department,#.PI_first_name,#.PI_last_name,#.PI_email,,#.address,#.phone,#.contact_first_name,#.contact_last_name,#.contact_email,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GH_Spleen,Metabolomics of lung injury after allogeneic hematopoietic cell transplantation ,preliminary data,"Allogeneic hematopoietic cell transplantation (allo-HCT) is a potentially curative treatment option for a variety of hematological malignancies. Interactions between the donor immune system and the patient tissue result in a disease, called GVHD. The pathophysiology of acute GVHD can be hypothesized in three sequential phases: cytokine storm and activation of the antigen-presenting cells (APC), donor T cell activation and effector cell phase. Idiopathic pneumonia syndrome (IPS) is one of the most deleterious complications after allogeneic HCT and is considered not only to be related to conditioning regimen toxicity but also represents an end organ damage caused by allo-reactive T cells, therefore making the lung susceptible to a two-pronged attack, one of which overlaps with GVHD causing other target organ injury. IPS results in mortality of up to 90% of patients. We will use a murine model of IPS and GVHD which is well established in our group, and in which disease evolves either across disparities in major histocompatibility complex (MCH) class I and II, minor histocompatibility antigens (miHags) or both. Metabolomics changes following syngeneic and allogeneic HCT at post-transplantation Days +7 (cytokine storm phase) and Days +42 (cellular effector phase) are compared to baseline wild-type (naive) controls. Prior to analysis, naïve - and experimental mice (N=3 from each group) were fed with semi-liquid diet supplemented with tracers (13C6-glucose ) over 24 hours. At the end of 7 days or 42 days, respectively, feces and aGVHD target organs (colon, liver and lung) were collected from all groups and further processed and / or analyzed. We expect to reveal metabolic pathways affected after allo-HCT which contribute to immune cell mediated lung injury (IPS) and will potentially identify different metabolic pathways in other GVHD target organs.",,University of Kentucky,MCC,Gerhard,Hildebrandt,gerhard.hildebrandt@uky.edu,,"CTW-453, 900 South Limestone street. UKY. Lexington, Kentucky-40536",800-333-8874,Gerhard,Hildebrandt,gerhard.hildebrandt@uky.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STUDY (experiment),Metabolomics of lung injury after allogeneic hematopoietic cell transplantation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STUDY SUMMARY (experiment description/design),"Allogeneic hematopoietic cell transplantation (allo-HCT) is a potentially curative treatment option for a variety of hematological malignancies. Interactions between the donor immune system and the patient tissue result in a disease, called GVHD. The pathophysiology of acute GVHD can be hypothesized in three sequential phases: cytokine storm and activation of the antigen-presenting cells (APC), donor T cell activation and effector cell phase. Idiopathic pneumonia syndrome (IPS) is one of the most deleterious complications after allogeneic HCT and is considered not only to be related to conditioning regimen toxicity but also represents an end organ damage caused by allo-reactive T cells, therefore making the lung susceptible to a two-pronged attack, one of which overlaps with GVHD causing other target organ injury. IPS results in mortality of up to 90% of patients. We will use a murine model of IPS and GVHD which is well established in our group, and in which disease evolves either across disparities in major histocompatibility complex (MCH) class I and II, minor histocompatibility antigens (miHags) or both. Metabolomics changes following syngeneic and allogeneic HCT at post-transplantation Days +7 (cytokine storm phase) and Days +42 (cellular effector phase) are compared to baseline wild-type (naive) controls. Prior to analysis, naïve - and experimental mice (N=3 from each group) were fed with semi-liquid diet supplemented with tracers (13C6-glucose ) over 24 hours. At the end of 7 days or 42 days, respectively, feces and aGVHD target organs (colon, liver and lung) were collected from all groups and further processed and / or analyzed. We expect to reveal metabolic pathways affected after allo-HCT which contribute to immune cell mediated lung injury (IPS) and will potentially identify different metabolic pathways in other GVHD target organs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STUDY PROCEDURE (outline),Prep (day-6),Prep (day-2),Prep (day-1),Day 0 (tracer),Day 1 (harvest),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,implantation,liquid diet,liquid diet,tracer diet,tissue harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Seeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PROCEDURE (experimental notes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#tags,,,#factor.id=subject.time_point;#.allowed_values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#ignore,,Time points planned,hours elapsed from trt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 (start),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2 (end),7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#factor.id=subject.replicate;#.allowed_values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#factor.id=sample.replicate;#.allowed_values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, START cells treatment DATE:,42852,<-- Be sure to put the date here!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Person:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#tags,#protocol.id,#.parentID,#.type,,#protocol.description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,naive,mouse_experiment,treatment,,Mouse with no treatment. Fed with semi-liquid diet supplemented with fully labeled glucose for 24 hours before harvest.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,syngenic,mouse_experiment,treatment,,Mouse with syngenic bone marrow transplant. Fed with semi-liquid diet supplemented with fully labeled glucose for 24 hours before harvest.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,allogenic,mouse_experiment,treatment,,Mouse with allogenic bone marrow transplant. Fed with semi-liquid diet supplemented with fully labeled glucose for 24 hours before harvest.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#tags,#factor.id=subject.protocol.id;#.allowed_values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,naive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,syngenic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,allogenic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#tags,#tagfield_scope.id,*#.table,*#.scope_type,#tagfield.id,#parent_protocol.id,*#tagfield_scope.allowed_values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"time_point-mouse_experiment-subject,sample","subject,sample",ignore,time_point,mouse_experiment,"0,7,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#protocol.id,#.parentID,#.type,#.box_name,#.location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cells_box1,cells_storage,storage,,,,"If you freeze down cells from this culture for later use, put storage information here",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,image_box1,image_storage,storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#tags,,"#subject.id;#subject.species=""Mus musculus"";#.species_type=Mouse;#.taxonomy_id=10090",,,*#protocol.id,#subject.replicate,#subject.time_point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#ignore,,,mouse number,,protocol,replicate,time_point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,01,01_A0_naive_0days_UKy_GCH_rep1,A0,,naive,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,02,02_A1_naive_0days_UKy_GCH_rep2,A1,,naive,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,03,03_A2_naive_0days_UKy_GCH_rep3,A2,,naive,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,04,04_B0_syngenic_42days_UKy_GCH_rep1,B0,,syngenic,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05,05_B1_syngenic_42days_UKy_GCH_rep2,B1,,syngenic,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06,06_B2_syngenic_42days_UKy_GCH_rep3,B2,,syngenic,3,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07,07_C1-1_allogenic_42days_UKy_GCH_rep1,C1-1,,allogenic,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,08,08_C1-2_allogenic_42days_UKy_GCH_rep2,C1-2,,allogenic,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,09,09_C2-0_allogenic_42days_UKy_GCH_rep1,C2-0,,allogenic,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,10_B1-0_syngenic_7days_UKy_GCH_rep1,B1-0,,syngenic,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,11_B1-1_syngenic_7days_UKy_GCH_rep2,B1-1,,syngenic,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,12_B1-2_syngenic_7days_UKy_GCH_rep3,B1-2,,syngenic,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,13_C1-1_allogenic_7days_UKy_GCH_rep1,C1-1,,allogenic,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,14_C1-2_allogenic_7days_UKy_GCH_rep2,C1-2,,allogenic,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,15_C1-20_allogenic_7days_UKy_GCH_rep3,C1-20,,allogenic,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"#subject.id;#subject.species=""Mus musculus"";#.species_type=Mouse;#.taxonomy_id=10090",,,*#protocol.id,#subject.replicate,,,,,,#subject.time_point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#ignore,Sample/Plate #,Subject ID (automatic sample ID generated),Cell line name,Passage #,Protocol (from B136-B143),Replicate,"Date (link from C132 ""START cells treatment DATE"")",Experimental Variable description,Institution (link from project_study_info),PI (link from project_study_info),[Variable Description 1] Glucose (13C6-Glc vs. 12C6-Glc),[Variable Description 2] Days post Transplantation,[Variable Description 3] ,,Cell Storage,Status,Histology Storage,Filename,,,,,,,,,,,,,,,,,,,,,,,,,,
,01,01_A0_Spleen_naive_0days_170427_UKy_GCH_rep1,A0,,naive,1,170427,Spleen,UKy,GCH,13C6-Glc,0,-,,cells_box1,,image_box1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,02,02_A1_Spleen_naive_0days_170427_UKy_GCH_rep2,A1,,naive,2,170427,Spleen,UKy,GCH,13C6-Glc,0,-,,cells_box1,,image_box1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,03,03_A2_Spleen_naive_0days_170427_UKy_GCH_rep3,A2,,naive,3,170427,Spleen,UKy,GCH,13C6-Glc,0,-,,cells_box1,,image_box1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,04,04_B0_Spleen_syngenic_42days_170427_UKy_GCH_rep1,B0,,syngenic,1,170427,Spleen,UKy,GCH,13C6-Glc,42,-,,cells_box1,,image_box1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05,05_B1_Spleen_syngenic_42days_170427_UKy_GCH_rep2,B1,,syngenic,2,170427,Spleen,UKy,GCH,13C6-Glc,42,-,,cells_box1,,image_box1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06,06_B2_Spleen_syngenic_42days_170427_UKy_GCH_rep3,B2,,syngenic,3,170427,Spleen,UKy,GCH,13C6-Glc,42,-,,cells_box1,,image_box1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07,07_C1-1_Spleen_allogenic_42days_170427_UKy_GCH_rep1,C1-1,,allogenic,1,170427,Spleen,UKy,GCH,13C6-Glc,42,-,,cells_box1,,image_box1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,08,08_C1-2_Spleen_allogenic_42days_170427_UKy_GCH_rep2,C1-2,,allogenic,2,170427,Spleen,UKy,GCH,13C6-Glc,42,-,,cells_box1,,image_box1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,09,09_C2-0_Spleen_allogenic_42days_170427_UKy_GCH_rep1,C2-0,,allogenic,1,170427,Spleen,UKy,GCH,13C6-Glc,42,-,,cells_box1,,image_box1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,10_B1-0_Spleen_syngenic_7days_170427_UKy_GCH_rep1,B1-0,,syngenic,1,170427,Spleen,UKy,GCH,13C6-Glc,7,-,,cells_box1,,image_box1,,,,,,,,,,,,,,,,,,,,,,,,,,,
